timestamp,instance,run,fitness,feasible,n_cols,iters,evals,time_s,problem,transfer,rule,infeasible,varmin,varmax,pop,chaos,maxfes,stagnation,seed
2026-09-02T11:20:48,a2,30,258.0,1,75,301,6010,14.893,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2054
2026-09-02T11:21:03,a2,31,259.0,1,74,301,6010,15.532,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2055
2026-09-02T11:21:17,b1,1,69.0,1,39,301,6010,12.562,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2025
2026-09-02T11:21:30,b1,2,69.0,1,39,301,6010,12.24,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2026
2026-09-02T11:21:42,b1,3,69.0,1,39,301,6010,11.837,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2027
2026-09-02T11:21:53,b1,4,71.0,1,40,301,6010,11.907,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2028
2026-09-02T11:22:07,b1,5,69.0,1,39,301,6010,13.968,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2029
2026-09-02T11:22:20,b1,6,69.0,1,39,301,6010,12.88,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2030
2026-09-02T11:22:33,b1,7,69.0,1,39,301,6010,12.826,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2031
2026-09-02T11:22:45,b1,8,70.0,1,38,301,6010,11.632,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2032
2026-09-02T11:22:57,b1,9,69.0,1,39,301,6010,11.681,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2033
2026-09-02T11:23:09,b1,10,69.0,1,39,301,6010,12.04,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2034
2026-09-02T11:23:21,b1,11,69.0,1,39,301,6010,12.054,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2035
2026-09-02T11:23:33,b1,12,70.0,1,38,301,6010,12.007,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2036
2026-09-02T11:23:44,b1,13,70.0,1,39,301,6010,11.65,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2037
2026-09-02T11:23:56,b1,14,69.0,1,39,301,6010,11.349,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2038
2026-09-02T11:24:08,b1,15,69.0,1,39,301,6010,12.427,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2039
2026-09-02T11:24:22,b1,16,69.0,1,39,301,6010,13.94,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2040
2026-09-02T11:24:33,b1,17,69.0,1,39,301,6010,11.312,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2041
2026-09-02T11:24:44,b1,18,70.0,1,38,301,6010,10.822,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2042
2026-09-02T11:24:55,b1,19,69.0,1,39,301,6010,11.322,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2043
2026-09-02T11:25:07,b1,20,69.0,1,37,301,6010,11.23,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2044
2026-09-02T11:25:18,b1,21,69.0,1,39,301,6010,11.02,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2045
2026-09-02T11:25:29,b1,22,69.0,1,39,301,6010,10.904,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2046
2026-09-02T11:25:39,b1,23,69.0,1,39,301,6010,10.515,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2047
2026-09-02T11:25:50,b1,24,69.0,1,39,301,6010,11.054,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2048
2026-09-02T11:26:01,b1,25,69.0,1,39,301,6010,10.836,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2049
2026-09-02T11:26:12,b1,26,69.0,1,37,301,6010,11.065,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2050
2026-09-02T11:26:23,b1,27,69.0,1,39,301,6010,10.715,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2051
2026-09-02T11:26:34,b1,28,70.0,1,38,301,6010,10.682,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2052
2026-09-02T11:26:45,b1,29,69.0,1,39,301,6010,10.984,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2053
2026-09-02T11:26:56,b1,30,69.0,1,39,301,6010,11.041,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2054
2026-09-02T11:27:07,b1,31,69.0,1,39,301,6010,11.011,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2055
2026-09-02T11:27:19,b2,1,76.0,1,41,301,6010,11.217,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2025
2026-09-02T11:27:29,b2,2,76.0,1,42,301,6010,10.613,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2026
2026-09-02T11:27:41,b2,3,76.0,1,42,301,6010,11.229,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2027
2026-09-02T11:27:52,b2,4,76.0,1,41,301,6010,11.0,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2028
2026-09-02T11:28:03,b2,5,76.0,1,41,301,6010,11.319,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2029
2026-09-02T11:28:14,b2,6,76.0,1,41,301,6010,10.883,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2030
2026-09-02T11:28:24,b2,7,76.0,1,41,301,6010,10.57,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2031
2026-09-02T11:28:35,b2,8,76.0,1,42,301,6010,10.788,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2032
2026-09-02T11:28:46,b2,9,76.0,1,41,301,6010,10.945,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2033
2026-09-02T11:28:57,b2,10,76.0,1,42,301,6010,11.092,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2034
2026-09-02T11:29:08,b2,11,76.0,1,41,301,6010,11.056,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2035
2026-09-02T11:29:19,b2,12,76.0,1,41,301,6010,10.809,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2036
2026-09-02T11:29:32,b2,13,76.0,1,42,301,6010,12.77,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2037
2026-09-02T11:29:43,b2,14,76.0,1,42,301,6010,11.117,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2038
2026-09-02T11:29:55,b2,15,76.0,1,42,301,6010,12.166,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2039
2026-09-02T11:30:09,b2,16,76.0,1,41,301,6010,14.0,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2040
2026-09-02T11:30:23,b2,17,76.0,1,41,301,6010,13.333,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2041
2026-09-02T11:30:35,b2,18,76.0,1,41,301,6010,12.154,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2042
2026-09-02T11:30:47,b2,19,76.0,1,41,301,6010,12.31,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2043
2026-09-02T11:31:00,b2,20,76.0,1,42,301,6010,12.703,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2044
2026-09-02T11:31:12,b2,21,76.0,1,41,301,6010,11.913,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2045
2026-09-02T11:31:24,b2,22,76.0,1,42,301,6010,12.39,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2046
2026-09-02T11:31:37,b2,23,76.0,1,42,301,6010,12.814,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2047
2026-09-02T11:31:50,b2,24,76.0,1,41,301,6010,13.363,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2048
2026-09-02T11:32:03,b2,25,76.0,1,41,301,6010,12.326,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2049
2026-09-02T11:32:16,b2,26,76.0,1,41,301,6010,13.875,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2050
2026-09-02T11:32:29,b2,27,76.0,1,41,301,6010,12.401,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2051
